AvgSW.mean	NeighborAvgSW.mean	unNeighborAvgSW.mean	AvgCount.avgSize	NeighborNoUnclustAvgSW.mean	unNeighborNoUnclustAvgSW.mean
0.16528860812390797	0.18285566687990182	0.15507338277760946	23.363636363636363	0.18285566687990182	0.23358196630687345
